transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,hour,timeslot
107171,2023-05-25,09:52:21,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,9,Morning
107172,2023-05-25,09:52:21,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,9,Morning
107173,2023-05-25,09:52:28,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,9,Morning
107174,2023-05-25,09:52:47,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,9,Morning
107175,2023-05-25,09:53:15,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,9,Morning
107176,2023-05-25,09:53:38,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,9,Morning
107177,2023-05-25,09:53:48,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,9,Morning
107178,2023-05-25,09:54:06,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,9,Morning
107179,2023-05-25,09:54:17,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,9,Morning
107180,2023-05-25,09:54:24,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,9,Morning
107181,2023-05-25,09:54:24,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,9,Morning
107182,2023-05-25,09:54:52,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,9,Morning
107183,2023-05-25,09:54:54,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,9,Morning
107184,2023-05-25,09:55:34,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,9,Morning
107185,2023-05-25,09:56:17,3,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,9,Morning
107186,2023-05-25,09:56:53,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,9,Morning
107187,2023-05-25,09:56:53,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,9,Morning
107188,2023-05-25,09:57:30,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,9,Morning
107189,2023-05-25,09:58:29,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,9,Morning
107190,2023-05-25,09:58:35,3,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,9,Morning
107191,2023-05-25,09:58:35,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,9,Morning
107192,2023-05-25,09:59:10,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,9,Morning
107193,2023-05-25,10:00:11,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,10,Morning
107194,2023-05-25,10:00:31,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,10,Morning
107195,2023-05-25,10:01:03,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,10,Morning
107196,2023-05-25,10:01:10,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,10,Morning
107197,2023-05-25,10:02:01,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,10,Morning
107198,2023-05-25,10:02:01,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,10,Morning
107199,2023-05-25,10:02:01,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,10,Morning
107200,2023-05-25,10:02:18,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,10,Morning
107201,2023-05-25,10:02:55,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,10,Morning
107202,2023-05-25,10:03:52,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,10,Morning
107203,2023-05-25,10:03:52,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,10,Morning
107204,2023-05-25,10:04:55,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,10,Morning
107205,2023-05-25,10:05:41,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,10,Morning
107206,2023-05-25,10:05:49,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,10,Morning
107207,2023-05-25,10:07:19,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,10,Morning
107208,2023-05-25,10:07:19,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,10,Morning
107209,2023-05-25,10:07:22,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,10,Morning
107210,2023-05-25,10:07:44,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,10,Morning
107211,2023-05-25,10:07:52,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,10,Morning
107212,2023-05-25,10:08:46,3,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,10,Morning
107213,2023-05-25,10:08:46,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,10,Morning
107214,2023-05-25,10:09:21,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,10,Morning
107215,2023-05-25,10:11:29,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,10,Morning
107216,2023-05-25,10:11:29,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,10,Morning
107217,2023-05-25,10:12:47,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,10,Morning
107218,2023-05-25,10:13:05,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,10,Morning
107219,2023-05-25,10:13:26,3,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,10,Morning
107220,2023-05-25,10:13:32,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,10,Morning
107221,2023-05-25,10:13:46,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,10,Morning
107222,2023-05-25,10:13:46,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,10,Morning
107223,2023-05-25,10:14:01,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,10,Morning
107224,2023-05-25,10:15:01,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,10,Morning
107225,2023-05-25,10:16:03,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,10,Morning
107226,2023-05-25,10:17:02,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,10,Morning
107227,2023-05-25,10:17:06,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,10,Morning
107228,2023-05-25,10:17:12,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,10,Morning
107229,2023-05-25,10:17:12,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,10,Morning
107230,2023-05-25,10:17:59,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,10,Morning
107231,2023-05-25,10:18:49,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,10,Morning
107232,2023-05-25,10:19:33,3,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,10,Morning
107233,2023-05-25,10:20:12,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,10,Morning
107234,2023-05-25,10:20:31,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,10,Morning
107235,2023-05-25,10:20:42,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,10,Morning
107236,2023-05-25,10:20:42,1,5,Lower Manhattan,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend,10,Morning
107237,2023-05-25,10:20:44,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,10,Morning
107238,2023-05-25,10:20:44,3,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,10,Morning
107239,2023-05-25,10:21:04,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,10,Morning
107240,2023-05-25,10:21:15,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,10,Morning
107241,2023-05-25,10:22:08,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,10,Morning
107242,2023-05-25,10:22:50,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,10,Morning
107243,2023-05-25,10:23:18,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,10,Morning
107244,2023-05-25,10:25:25,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,10,Morning
107245,2023-05-25,10:27:16,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,10,Morning
107246,2023-05-25,10:30:05,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,10,Morning
107247,2023-05-25,10:30:28,3,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,10,Morning
107248,2023-05-25,10:30:39,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,10,Morning
107249,2023-05-25,10:31:29,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,10,Morning
107250,2023-05-25,10:33:37,3,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,10,Morning
107251,2023-05-25,10:33:52,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,10,Morning
107252,2023-05-25,10:34:39,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,10,Morning
107253,2023-05-25,10:34:48,3,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,10,Morning
107254,2023-05-25,10:35:20,3,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,10,Morning
107255,2023-05-25,10:35:33,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,10,Morning
107256,2023-05-25,10:35:38,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,10,Morning
107257,2023-05-25,10:36:24,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,10,Morning
107258,2023-05-25,10:36:38,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,10,Morning
107259,2023-05-25,10:36:39,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,10,Morning
107260,2023-05-25,10:37:33,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,10,Morning
107261,2023-05-25,10:38:35,3,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,10,Morning
107262,2023-05-25,10:38:37,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,10,Morning
107263,2023-05-25,10:39:16,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,10,Morning
107264,2023-05-25,10:39:27,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,10,Morning
107265,2023-05-25,10:39:38,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,10,Morning
107266,2023-05-25,10:40:04,3,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,10,Morning
107267,2023-05-25,10:40:04,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,10,Morning
107268,2023-05-25,10:40:04,1,5,Lower Manhattan,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate,10,Morning
107269,2023-05-25,10:40:17,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,10,Morning
107270,2023-05-25,10:40:29,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,10,Morning
107271,2023-05-25,10:40:29,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,10,Morning
107272,2023-05-25,10:40:37,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,10,Morning
107273,2023-05-25,10:40:45,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,10,Morning
107274,2023-05-25,10:41:03,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,10,Morning
107275,2023-05-25,10:41:14,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,10,Morning
107276,2023-05-25,10:41:25,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,10,Morning
107277,2023-05-25,10:41:25,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,10,Morning
107278,2023-05-25,10:42:18,3,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,10,Morning
107279,2023-05-25,10:42:40,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,10,Morning
107280,2023-05-25,10:44:02,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,10,Morning
107281,2023-05-25,10:44:35,3,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,10,Morning
107282,2023-05-25,10:45:36,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,10,Morning
107283,2023-05-25,10:45:36,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,10,Morning
107284,2023-05-25,10:45:46,1,8,Hell's Kitchen,7,19.75,Coffee beans,Premium Beans,Jamacian Coffee River,10,Morning
107285,2023-05-25,10:47:10,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,10,Morning
107286,2023-05-25,10:48:21,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,10,Morning
107287,2023-05-25,10:48:21,1,8,Hell's Kitchen,11,8.95,Loose Tea,Herbal tea,Lemon Grass,10,Morning
107288,2023-05-25,10:48:22,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,10,Morning
107289,2023-05-25,10:49:17,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,10,Morning
107290,2023-05-25,10:49:55,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,10,Morning
107291,2023-05-25,10:49:55,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,10,Morning
107292,2023-05-25,10:50:31,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,10,Morning
107293,2023-05-25,10:51:52,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,10,Morning
107294,2023-05-25,10:51:53,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,10,Morning
107295,2023-05-25,10:51:53,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,10,Morning
107296,2023-05-25,10:52:25,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,10,Morning
107297,2023-05-25,10:53:46,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,10,Morning
107298,2023-05-25,10:53:51,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,10,Morning
107299,2023-05-25,10:54:00,3,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,10,Morning
107300,2023-05-25,10:54:34,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,10,Morning
107301,2023-05-25,10:55:40,3,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,10,Morning
107302,2023-05-25,10:55:41,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,10,Morning
107303,2023-05-25,10:56:08,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,10,Morning
107304,2023-05-25,10:56:08,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,10,Morning
107305,2023-05-25,10:56:21,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,10,Morning
107306,2023-05-25,10:56:33,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,10,Morning
107307,2023-05-25,10:56:55,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,10,Morning
107308,2023-05-25,10:57:00,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,10,Morning
107309,2023-05-25,10:57:33,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,10,Morning
107310,2023-05-25,10:57:47,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,10,Morning
107311,2023-05-25,10:57:47,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,10,Morning
107312,2023-05-25,10:58:55,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,10,Morning
107313,2023-05-25,10:59:07,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,10,Morning
107314,2023-05-25,10:59:41,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,10,Morning
107315,2023-05-25,10:59:41,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,10,Morning
107316,2023-05-25,11:02:31,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,11,Morning
107317,2023-05-25,11:05:05,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,11,Morning
107318,2023-05-25,11:05:05,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,11,Morning
107319,2023-05-25,11:05:40,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,11,Morning
107320,2023-05-25,11:05:59,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,11,Morning
107321,2023-05-25,11:08:20,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,11,Morning
107322,2023-05-25,11:08:20,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,11,Morning
107323,2023-05-25,11:08:28,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,11,Morning
107324,2023-05-25,11:08:58,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,11,Morning
107325,2023-05-25,11:10:12,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,11,Morning
107326,2023-05-25,11:10:24,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,11,Morning
107327,2023-05-25,11:10:24,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,11,Morning
107328,2023-05-25,11:11:18,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,11,Morning
107329,2023-05-25,11:11:18,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,11,Morning
107330,2023-05-25,11:11:18,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,11,Morning
107331,2023-05-25,11:11:41,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,11,Morning
107332,2023-05-25,11:12:00,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,11,Morning
107333,2023-05-25,11:12:08,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,11,Morning
107334,2023-05-25,11:12:50,3,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,11,Morning
107335,2023-05-25,11:14:31,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,11,Morning
107336,2023-05-25,11:14:31,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,11,Morning
107337,2023-05-25,11:14:56,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,11,Morning
107338,2023-05-25,11:17:50,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,11,Morning
107339,2023-05-25,11:19:48,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,11,Morning
107340,2023-05-25,11:21:59,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,11,Morning
107341,2023-05-25,11:21:59,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,11,Morning
107342,2023-05-25,11:22:03,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,11,Morning
107343,2023-05-25,11:22:18,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,11,Morning
107344,2023-05-25,11:22:21,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,11,Morning
107345,2023-05-25,11:23:34,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,11,Morning
107346,2023-05-25,11:24:38,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,11,Morning
107347,2023-05-25,11:24:38,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,11,Morning
107348,2023-05-25,11:24:39,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,11,Morning
107349,2023-05-25,11:27:07,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,11,Morning
107350,2023-05-25,11:28:12,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,11,Morning
107351,2023-05-25,11:28:33,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,11,Morning
107352,2023-05-25,11:28:35,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,11,Morning
107353,2023-05-25,11:31:46,3,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,11,Morning
107354,2023-05-25,11:32:13,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,11,Morning
107355,2023-05-25,11:32:28,3,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,11,Morning
107356,2023-05-25,11:34:12,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,11,Morning
107357,2023-05-25,11:34:45,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,11,Morning
107358,2023-05-25,11:38:53,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,11,Morning
107359,2023-05-25,11:39:09,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,11,Morning
107360,2023-05-25,11:41:36,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,11,Morning
107361,2023-05-25,11:42:08,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,11,Morning
107362,2023-05-25,11:43:48,1,8,Hell's Kitchen,1,18.0,Coffee beans,Organic Beans,Brazilian - Organic,11,Morning
107363,2023-05-25,11:45:20,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,11,Morning
107364,2023-05-25,11:45:23,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,11,Morning
107365,2023-05-25,11:45:23,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,11,Morning
107366,2023-05-25,11:45:55,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,11,Morning
107367,2023-05-25,11:47:24,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,11,Morning
107368,2023-05-25,11:47:35,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,11,Morning
107369,2023-05-25,11:47:41,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,11,Morning
107370,2023-05-25,11:51:08,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,11,Morning
107371,2023-05-25,11:51:27,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,11,Morning
107372,2023-05-25,11:51:56,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,11,Morning
107373,2023-05-25,11:52:49,3,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,11,Morning
107374,2023-05-25,11:52:49,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,11,Morning
107375,2023-05-25,11:54:23,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,11,Morning
107376,2023-05-25,11:56:19,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,11,Morning
107377,2023-05-25,11:56:22,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,11,Morning
107378,2023-05-25,11:57:05,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,11,Morning
107379,2023-05-25,11:58:56,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,11,Morning
107380,2023-05-25,12:01:53,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,12,Afternoon
107381,2023-05-25,12:04:56,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,12,Afternoon
107382,2023-05-25,12:04:56,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,12,Afternoon
